"服务器","玩家id","账号","等级","金额","代理","订单号","充值时间"
"台湾14服","13005201","508034438","99","150","taiwanios","016001400130052011521458136294	","2018-03-19 19:15:36"
"台湾18服","17000011","3891842","251","1490","taiwanios","016001800170000111521458107481	","2018-03-19 19:15:07"
"台湾14服","13002836","3946134","209","300","taiwanios","016001400130028361521458073239	","2018-03-19 19:14:33"
"台湾18服","17005341","506402948","67","50","taiwanios","180319190956224541	","2018-03-19 19:13:50"
"台湾20服","19000152","508032418","179","30","taiwanios","016002000190001521521457978493	","2018-03-19 19:12:58"
"台湾8服","7004820","504671334","300","30","taiwanios","016000800070048201521457972509	","2018-03-19 19:12:52"
"台湾13服","12002913","507008368","202","150","taiwanios","016001300120029131521457861657	","2018-03-19 19:11:01"
"台湾20服","19000152","508032418","179","30","taiwanios","016002000190001521521457795810	","2018-03-19 19:09:55"
"台湾20服","19001189","11900440","43","1000","taiwanios","180319190755674166	","2018-03-19 19:09:05"
"台湾6服","5000028","1922805","349","590","taiwanios","016000600050000281521457725204	","2018-03-19 19:08:45"
"台湾18服","17005329","9948712","18","150","taiwanios","016001800170053291521457417701	","2018-03-19 19:03:37"
"台湾8服","7004128","3510371","273","150","taiwanios","016000800070041281521457375895	","2018-03-19 19:02:55"
"台湾20服","19000037","3517086","189","450","taiwanios","180319190134829000	","2018-03-19 19:02:54"
"台湾11服","10000686","507975030","269","50","taiwanios","180319185733956421	","2018-03-19 19:00:17"
"台湾13服","12003767","3483474","263","150","taiwanios","016001300120037671521457119421	","2018-03-19 18:58:39"
"台湾19服","18001650","107867217","201","30","taiwanios","016001900180016501521457022581	","2018-03-19 18:57:02"
"台湾16服","15003322","103444725","217","150","taiwanios","016001600150033221521457020811	","2018-03-19 18:57:00"
"台湾19服","18000362","110805537","158","1150","taiwanios","180319185322429079	","2018-03-19 18:55:54"
"台湾5服","4003663","109143657","294","300","taiwanios","016000500040036631521456859340	","2018-03-19 18:54:19"
"台湾18服","17000217","5421330","237","150","taiwanios","016001800170002171521456734001	","2018-03-19 18:52:14"
"台湾19服","18001650","107867217","201","1000","taiwanios","180319185151525295	","2018-03-19 18:52:11"
"台湾10服","9003675","19489864","274","150","taiwanios","016001000090036751521456504510	","2018-03-19 18:48:24"
"台湾10服","9003361","504213218","269","30","taiwanios","016001000090033611521456494755	","2018-03-19 18:48:14"
"台湾18服","17001813","110800309","216","150","taiwanios","016001800170018131521456446703	","2018-03-19 18:47:26"
"台湾3服","2005901","501292782","303","150","taiwanios","016000300020059011521456375132	","2018-03-19 18:46:15"
"台湾10服","9003361","504213218","269","300","taiwanios","016001000090033611521456373626	","2018-03-19 18:46:13"
"台湾14服","13003977","110780717","261","150","taiwanios","016001400130039771521456344432	","2018-03-19 18:45:44"
"台湾3服","2001288","110197089","311","590","taiwanios","016000300020012881521456307706	","2018-03-19 18:45:07"
"台湾19服","18001650","107867217","201","500","taiwanios","180319184308135712	","2018-03-19 18:44:25"
"台湾19服","18000801","110806143","208","150","taiwanios","016001900180008011521456229962	","2018-03-19 18:43:49"
"台湾13服","12001952","1657303","281","30","taiwanios","016001300120019521521456189297	","2018-03-19 18:43:09"
"台湾16服","15001803","3858646","233","500","taiwanios","180319183933195848	","2018-03-19 18:42:18"
"台湾16服","15001803","3858646","233","1000","taiwanios","180319183526713095	","2018-03-19 18:42:18"
"台湾13服","12002099","110773071","211","300","taiwanios","016001300120020991521456132115	","2018-03-19 18:42:12"
"台湾18服","17004448","110804121","222","150","taiwanios","016001800170044481521456095044	","2018-03-19 18:41:35"
"台湾14服","13005201","508034438","18","30","taiwanios","016001400130052011521455962653	","2018-03-19 18:39:22"
"台湾7服","6001804","507651582","281","150","taiwanios","016000700060018041521455947089	","2018-03-19 18:39:07"
"台湾20服","19001126","21670611","41","30","taiwanios","016002000190011261521455695008	","2018-03-19 18:34:55"
"台湾20服","19001133","507002228","21","30","taiwanios","016002000190011331521455596929	","2018-03-19 18:33:16"
"台湾19服","18003200","508030488","185","150","taiwanios","016001900180032001521455595449	","2018-03-19 18:33:15"
"台湾19服","18003200","508030488","185","300","taiwanios","016001900180032001521455512180	","2018-03-19 18:31:52"
"台湾1服 ","8641","3791204","113","150","taiwanios","180319182917199801	","2018-03-19 18:31:41"
"台湾19服","18003200","508030488","185","150","taiwanios","016001900180032001521455388599	","2018-03-19 18:29:48"
"台湾20服","19001133","507002228","8","90","taiwanios","016002000190011331521455368667	","2018-03-19 18:29:28"
"台湾6服","5002145","110727723","327","5000","taiwanios","180319181309416436	","2018-03-19 18:28:46"
"台湾18服","17000217","5421330","237","30","taiwanios","016001800170002171521455306137	","2018-03-19 18:28:26"
"台湾17服","16001122","9366306","270","1000","taiwanios","180319182332230304	","2018-03-19 18:26:04"
"台湾18服","17001227","507661294","212","30","taiwanios","016001800170012271521455131907	","2018-03-19 18:25:31"
"台湾8服","7004128","3510371","273","590","taiwanios","016000800070041281521455047537	","2018-03-19 18:24:07"
"台湾14服","13000361","104430489","274","2000","taiwanios","180319182125144671	","2018-03-19 18:24:01"
"台湾16服","15001124","19872880","228","90","taiwanios","016001600150011241521454890429	","2018-03-19 18:21:30"
"台湾20服","19000337","1625376","146","150","taiwanios","180319181242709099	","2018-03-19 18:20:53"
"台湾16服","15003217","508011290","236","150","taiwanios","016001600150032171521454840483	","2018-03-19 18:20:40"
"台湾1服 ","8686","110812985","49","30","taiwanios","016000100000086861521454691391	","2018-03-19 18:18:11"
"台湾14服","13002051","102460061","270","30","taiwanios","016001400130020511521454621196	","2018-03-19 18:17:01"
"台湾18服","17001435","110798433","220","1490","taiwanios","016001800170014351521454597728	","2018-03-19 18:16:37"
"台湾13服","12002538","110760927","269","150","taiwanios","016001300120025381521454465590	","2018-03-19 18:14:25"
"台湾20服","19001072","110812949","43","30","taiwanios","016002000190010721521454429619	","2018-03-19 18:13:49"
"台湾16服","15000127","503540640","261","150","taiwanios","016001600150001271521454396109	","2018-03-19 18:13:16"
"台湾20服","19001016","110483169","74","30","taiwanios","016002000190010161521454344450	","2018-03-19 18:12:24"
"台湾1服 ","4539","21082144","306","2990","taiwanios","016000100000045391521454339927	","2018-03-19 18:12:19"
"台湾20服","19001072","110812949","41","90","taiwanios","016002000190010721521454284763	","2018-03-19 18:11:24"
"台湾16服","15002465","110789923","248","1490","taiwanios","016001600150024651521454283829	","2018-03-19 18:11:23"
"台湾15服","14001988","110784109","261","890","taiwanios","016001500140019881521454266527	","2018-03-19 18:11:06"
"台湾15服","14000538","13555579","260","300","taiwanios","016001500140005381521454170684	","2018-03-19 18:09:30"
"台湾9服","8001232","110743405","322","150","taiwanios","180319180814896004	","2018-03-19 18:09:07"
"台湾1服 ","7905","508010668","226","150","taiwanios","016000100000079051521454138322	","2018-03-19 18:08:58"
"台湾11服","10003489","110292875","264","150","taiwanios","016001100100034891521454119695	","2018-03-19 18:08:39"
"台湾19服","18001063","505726214","203","590","taiwanios","016001900180010631521454100881	","2018-03-19 18:08:20"
"台湾1服 ","7905","508010668","226","30","taiwanios","016000100000079051521454043335	","2018-03-19 18:07:23"
"台湾11服","10003489","110292875","263","590","taiwanios","016001100100034891521454012582	","2018-03-19 18:06:52"
"台湾15服","14004565","110788973","124","30","taiwanios","016001500140045651521453979372	","2018-03-19 18:06:19"
"台湾10服","9004427","11470896","281","1000","taiwanios","180319180314277742	","2018-03-19 18:06:01"
"台湾20服","19000831","19325880","139","300","taiwanios","016002000190008311521453900551	","2018-03-19 18:05:00"
"台湾17服","16000682","19541145","253","1490","taiwanios","016001700160006821521453778029	","2018-03-19 18:02:58"
"台湾15服","14000538","13555579","260","300","taiwanios","016001500140005381521453703280	","2018-03-19 18:01:43"
"台湾17服","16000682","19541145","253","590","taiwanios","016001700160006821521453688666	","2018-03-19 18:01:28"
"台湾16服","15004563","110792205","254","2990","taiwanios","016001600150045631521453648635	","2018-03-19 18:00:48"
"台湾20服","19001068","102976043","3","30","taiwanios","016002000190010681521453643346	","2018-03-19 18:00:43"
"台湾19服","18001063","505726214","203","1490","taiwanios","016001900180010631521453593124	","2018-03-19 17:59:53"
"台湾18服","17000337","1684251","187","30","taiwanios","016001800170003371521453585514	","2018-03-19 17:59:45"
"台湾16服","15004563","110792205","254","2990","taiwanios","016001600150045631521453572757	","2018-03-19 17:59:32"
"台湾15服","14004565","110788973","124","90","taiwanios","016001500140045651521453520183	","2018-03-19 17:58:40"
"台湾16服","15004563","110792205","254","2990","taiwanios","016001600150045631521453470223	","2018-03-19 17:57:50"
"台湾15服","14000538","13555579","260","300","taiwanios","016001500140005381521453350051	","2018-03-19 17:55:50"
"台湾11服","10005068","9408823","261","150","taiwanios","016001100100050681521453266167	","2018-03-19 17:54:26"
"台湾20服","19000996","508034176","61","150","taiwanios","016002000190009961521453113287	","2018-03-19 17:51:53"
"台湾17服","16005208","508029848","180","150","taiwanios","016001700160052081521453104810	","2018-03-19 17:51:44"
"台湾19服","18002894","17424726","203","590","taiwanios","016001900180028941521453091970	","2018-03-19 17:51:31"
"台湾20服","19001016","110483169","29","300","taiwanios","016002000190010161521453069503	","2018-03-19 17:51:09"
"台湾10服","9005615","503282020","30","1490","taiwanios","016001000090056151521452976516	","2018-03-19 17:49:36"
"台湾19服","18000449","504212910","217","890","taiwanios","016001900180004491521452917038	","2018-03-19 17:48:37"
"台湾19服","18001063","505726214","200","150","taiwanios","016001900180010631521452899783	","2018-03-19 17:48:19"
"台湾14服","13003353","5008497","228","150","taiwanios","016001400130033531521452830154	","2018-03-19 17:47:10"
"台湾19服","18001063","505726214","200","30","taiwanios","016001900180010631521452770215	","2018-03-19 17:46:10"
"台湾1服 ","7615","5863943","250","500","taiwanios","180319174423541718	","2018-03-19 17:46:05"
"台湾17服","16000013","507959646","261","300","taiwanios","180319174340309839	","2018-03-19 17:45:13"
"台湾20服","19001008","19960126","32","30","taiwanios","016002000190010081521452637859	","2018-03-19 17:43:57"
"台湾15服","14002869","110785011","256","300","taiwanios","016001500140028691521452586138	","2018-03-19 17:43:06"
"台湾12服","11006417","11291978","265","450","taiwanios","180319174044539830	","2018-03-19 17:42:27"
"台湾20服","19001008","19960126","27","90","taiwanios","016002000190010081521452546333	","2018-03-19 17:42:26"
"台湾1服 ","7905","508010668","226","30","taiwanios","016000100000079051521452392064	","2018-03-19 17:39:52"
"台湾19服","18002119","19859458","184","2990","taiwanios","016001900180021191521452311858	","2018-03-19 17:38:31"
"台湾14服","13000556","110740919","292","2000","taiwanios","180319173406932939	","2018-03-19 17:35:35"
"台湾17服","16000355","11297549","253","150","taiwanios","016001700160003551521452067560	","2018-03-19 17:34:27"
"台湾19服","18002119","19859458","184","2990","taiwanios","016001900180021191521451933747	","2018-03-19 17:32:13"
"台湾18服","17002733","11271942","210","590","taiwanios","016001800170027331521451932279	","2018-03-19 17:32:12"
"台湾15服","14003301","110785495","241","2000","taiwanios","180319173040798589	","2018-03-19 17:32:12"
"台湾14服","13002160","110778839","259","30","taiwanios","016001400130021601521451927715	","2018-03-19 17:32:07"
"台湾18服","17005336","508034026","53","890","taiwanios","016001800170053361521451896277	","2018-03-19 17:31:36"
"台湾17服","16003749","110796619","239","150","taiwanios","016001700160037491521451879722	","2018-03-19 17:31:19"
"台湾20服","19000831","19325880","125","300","taiwanios","016002000190008311521451844126	","2018-03-19 17:30:44"
"台湾16服","15002230","110789687","240","30","taiwanios","016001600150022301521451799118	","2018-03-19 17:29:59"
"台湾14服","13002160","110778839","259","30","taiwanios","016001400130021601521451798071	","2018-03-19 17:29:58"
"台湾19服","18000457","110481161","198","500","taiwanios","180319172635854422	","2018-03-19 17:27:41"
"台湾14服","13002160","110778839","259","30","taiwanios","016001400130021601521451629989	","2018-03-19 17:27:09"
"台湾14服","13002160","110778839","259","30","taiwanios","016001400130021601521451619912	","2018-03-19 17:26:59"
"台湾20服","19000967","15369310","18","30","taiwanios","016002000190009671521451568355	","2018-03-19 17:26:08"
"台湾19服","18003125","108967913","180","590","taiwanios","016001900180031251521451399586	","2018-03-19 17:23:19"
"台湾2服","1004358","3966740","279","500","taiwanios","180319171643106282	","2018-03-19 17:18:44"
